m/z	RT	isotope_state	is_isotope	is_in_source_fragment	MS2	P_RT-A1	P_RT-A2
602.4432	1.858	M+0	False	False		5703	5273
953.3361	12.901	M+0	False	False		5703	4927
948.3787	2.84	M+0	False	False		5373	5703
663.4557	14.222	M+0	False	False		5129	5696
681.4872	11.138	M+0	False	False		5696	5538
1456.1444	15.127	M+0	False	False		4912	5694
1390.1442	14.179	M+0	False	False		5693	4451
1467.3998	12.731	M+0	False	False		2912	5693
635.6	12.885	M+0	False	True		5317	5692
902.8146	16.063	M+0	False	False		5676	5148
1346.2448	15.033	M+0	False	False		5656	4208
712.6533	14.226	M+0	False	False		5655	5134
445.8194	1.635	M+1	True	False		4930	5654
1357.1457	13.665	M+2	True	False		5014	5651
537.5367	15.327	M+0	False	False		5367	5650
900.5003	1.72	M+3	True	False		5648	5540
1095.0007	15.583	M+1	True	False		0	5644
790.6217	3.075	M+0	False	False		5619	5643
1354.3702	15.332	M+2	True	False		5643	5521
976.835	15.176	M+0	False	False		5638	4504
794.5907	4.077	M+0	False	False		5637	4392
834.4694	2.046	M+0	False	False		5634	5627
1455.1386	15.544	M+0	False	False		5354	5628
700.6423	12.805	M+0	False	False		5626	2596
439.409	2.375	M+1	True	False		4869	5625
605.5746	7.521	M+0	False	False		4947	5625
898.594	10.594	M+1	True	False		5623	4041
565.5682	16.136	M+0	False	False		5623	5179
880.5974	1.767	M+1	True	False		5622	4871
757.6466	13.759	M+0	False	False		5406	5621
774.526	1.813	M+0	False	False		5612	5414
863.4998	1.767	M+0	False	False		5612	5562
445.2814	1.673	M+2	True	False		5609	6028
650.4391	4.321	M+0	False	False		5604	4280
685.4357	9.468	M+0	False	False		5317	5599
923.7718	13.363	M+2	True	False		5593	5272
864.499	1.867	M+2	True	False		5410	5586
708.5462	5.591	M+2	True	False		5441	5585
956.8015	15.127	M+1	True	True		5694	5583
564.5832	9.97	M+0	False	False		5581	5390
826.5523	1.681	M+0	False	False		5353	5579
889.5604	1.767	M+1	True	False		5577	5058
721.568	6.462	M+0	False	False		5378	5574
709.5836	14.179	M+2	True	False		5571	4909
680.6854	12.305	M+1	True	False		5564	3981
882.4828	1.72	M+0	False	False		5562	3791
762.5488	2.414	M+0	False	False		5561	3655
630.5945	12.187	M+2	True	False		5560	4648
1337.256	14.554	M+0	False	False		4933	5559
805.6524	11.207	M+1	True	False		4611	5558
896.4437	2.319	M+0	False	False		5554	4918
830.5192	1.858	M+0	False	False		5553	4413
937.7912	13.333	M+2	True	False		5294	5551
656.5423	5.329	M+2	True	False		5549	4967
889.8023	14.27	M+0	False	False		3856	5546
765.6118	7.753	M+3	True	False		4125	5545
461.7748	1.532	M+2	True	False		5544	3832
773.4561	2.226	M+3	True	False		5544	4730
586.543	9.854	M+0	False	False		5543	3826
1336.1048	12.187	M+0	False	False		5542	5480
942.5941	2.226	M+0	False	False		5536	4255
639.6588	9.254	M+1	True	False		5535	6248
1356.9306	12.304	M+0	False	False		5250	5531
669.6134	12.187	M+0	False	False		5529	4678
866.5763	3.075	M+2	True	False		5325	5528
854.8127	14.459	M+0	False	False		2542	5527
795.5304	5.03	M+3	True	False		2310	5520
1105.3108	12.636	M+0	False	False		5231	5517
1146.3658	13.192	M+2	True	False		5364	5516
688.473	1.579	M+0	False	False		5515	5351
1059.2794	10.035	M+1	True	False		3310	5514
1350.8742	15.327	M+0	False	False		4172	5512
1337.1086	12.14	M+1	True	False		5511	6683
1240.3478	15.08	M+0	False	False		6034	5508
872.7681	15.957	M+0	False	False		5503	6631
915.5649	1.867	M+0	False	False		5419	5502
745.6335	13.363	M+0	False	False		5500	3789
1471.4008	12.731	M+2	True	False		3208	5498
756.5487	6.328	M+0	False	False		5491	6028
451.7995	1.635	M+0	False	False		5103	5490
798.5256	1.821	M+0	False	False		4598	5487
857.5253	2.281	M+0	False	False		5481	5486
649.5937	14.604	M+0	False	False		5486	3945
723.5113	10.148	M+0	False	False		5486	4720
917.6635	4.511	M+0	False	False		5049	5486
1387.8845	15.398	M+0	False	False		3497	5485
537.5378	14.602	M+0	False	False		3821	5485
1252.3541	9.645	M+1	True	False		2106	5485
671.445	1.767	M+1	True	False		5483	3301
1176.3229	12.944	M+0	False	False		2921	5482
922.0309	9.924	M+0	False	False		5479	3813
1338.269	14.554	M+0	False	False		4510	5478
892.4896	2.234	M+0	False	False		4958	5476
769.4801	1.72	M+1	True	False		5472	5406
1475.4147	12.151	M+0	False	False		2389	5470
776.4696	1.867	M+2	True	False		6496	5465
651.6518	12.104	M+0	False	False		6047	5464
201.0776	16.345	M+1	True	False		6429	5455
666.5001	3.917	M+2	True	False		4668	5454
483.7352	1.858	M+0	False	False		5453	4223
681.4845	9.691	M+0	False	False		5451	5326
791.4874	1.767	M+0	False	False		5450	5206
812.3649	5.591	M+0	False	False		4842	5446
1355.0416	14.604	M+1	True	False		5445	4091
640.617	7.938	M+2	True	False		4345	5444
1242.8907	12.104	M+0	False	False		4820	5444
1265.9882	13.363	M+1	True	False		5432	5129
269.1977	4.591	M+0	False	False		5432	3971
1234.3468	13.085	M+3	True	False		4033	5423
846.4473	1.729	M+0	False	False		4172	5422
1322.3232	15.222	M+0	False	False		2872	5422
789.5101	1.821	M+1	True	False		5347	5420
1160.0059	9.877	M+0	False	False		5412	4347
697.555	5.077	M+0	False	False		0	5412
691.437	1.626	M+1	True	False		5411	7007
783.0362	12.045	M+1	True	False		5315	5403
1145.0885	16.085	M+1	True	False		0	5402
868.4708	2.819	M+0	False	False		5400	4440
825.5418	1.587	M+0	False	False		6409	5397
911.6172	10.594	M+1	True	False		5397	5261
1139.8126	12.885	M+0	False	False		3273	5396
310.3118	9.237	M+0	False	False		5189	5393
1333.0514	14.226	M+0	False	False		5393	5190
893.4471	2.319	M+1	True	False		5389	4018
1260.9642	13.566	M+0	False	False		5389	4648
327.2017	0.945	M+0	False	False		4546	5389
886.4199	3.17	M+0	False	False		6455	5389
952.8531	15.798	M+0	False	False		5975	5388
532.413	11.998	M+0	False	False		4591	5379
405.7764	1.532	M+0	False	False		5378	0
1210.3151	12.104	M+0	False	False		2764	5371
478.7717	4.039	M+0	False	False		7005	5369
875.7908	15.222	M+1	True	False		3846	5368
1313.8628	15.222	M+0	False	False		5242	5367
886.5553	1.673	M+0	False	False		5367	4847
836.4823	2.272	M+0	False	False		5363	4889
758.572	12.199	M+0	False	False		5355	5049
702.5064	3.774	M+0	False	False		5353	5593
782.3958	3.054	M+0	False	False		5353	5294
999.8998	15.176	M+0	False	False		5353	2974
911.7817	13.659	M+0	False	False		5352	4547
1290.3613	13.759	M+3	True	False		3430	5350
656.583	6.835	M+0	False	False		4663	5350
605.51	10.874	M+0	False	False		5342	3959
816.6412	6.261	M+0	False	False		2584	5342
1028.3641	13.18	M+0	False	False		4152	5341
1293.9666	12.304	M+1	True	False		5214	5340
605.4782	2.366	M+0	False	False		5335	4515
863.5927	1.635	M+3	True	False		5313	5335
728.4496	1.72	M+0	False	False		5334	4137
737.6562	14.179	M+0	False	False		5334	4410
461.313	1.532	M+1	True	False		5331	5139
791.422	2.319	M+1	True	False		5330	4749
815.5557	1.532	M+0	False	False		5328	4842
752.6788	15.934	M+0	False	False		3953	5325
684.4019	1.729	M+0	False	False		6445	5324
639.648	11.537	M+2	True	False		5680	5320
874.8526	14.365	M+0	False	False		3975	5320
476.2534	1.729	M+0	False	False		5676	5316
910.6661	13.038	M+0	False	False		5160	5313
694.6133	13.57	M+0	False	False		4673	5312
980.7849	15.176	M+3	True	False		5312	5181
1251.343	13.085	M+0	False	False		3375	5311
722.5103	14.412	M+0	False	False		5525	5311
1221.9644	7.545	M+0	False	False		5309	4820
573.5376	4.605	M+0	False	False		5057	5308
908.6358	1.776	M+0	False	False		4226	5301
738.503	1.729	M+0	False	False		0	5301
664.461	11.443	M+0	False	False		4656	5297
1202.4042	13.163	M+0	False	False		5292	3622
680.4792	16.282	M+0	False	False		4828	5292
562.4608	1.729	M+0	False	False		5757	5289
854.5871	1.767	M+0	False	False		5280	5340
1499.4103	15.702	M+0	False	False		5280	4484
725.5216	6.693	M+0	False	False		4412	5279
797.4604	1.635	M+1	True	False		6386	5277
707.5391	12.304	M+0	False	False		4442	5273
902.5506	1.72	M+1	True	False		5264	5021
243.2103	15.033	M+0	False	False		5261	4355
796.5122	12.944	M+0	False	False		3384	5261
851.5026	2.281	M+0	False	False		4352	5260
681.4982	3.632	M+0	False	False		5258	6989
664.6243	8.286	M+0	False	False		4942	5250
793.6081	8.83	M+0	False	False		5103	5246
1324.3739	13.239	M+1	True	False		4531	5246
1326.2747	15.271	M+1	True	False		5244	2713
742.4624	2.84	M+0	False	False		5219	5243
901.4769	1.776	M+3	True	False		5234	5237
1098.3009	10.023	M+0	False	False		2396	5229
647.6165	13.038	M+0	False	False		4758	5228
1279.8536	15.176	M+1	True	False		5226	5683
760.5872	12.304	M+0	False	False		4212	5223
800.4075	3.158	M+0	False	False		5223	4704
881.6176	10.639	M+0	False	False		5222	0
804.4959	2.793	M+0	False	False		4734	5221
749.4854	11.951	M+0	False	False		5219	3964
901.8026	16.136	M+1	True	False		5219	5204
1212.8232	4.086	M+2	True	False		5000	5212
475.2874	1.587	M+0	False	False		3996	5211
969.81	15.631	M+0	False	False		5008	5209
876.4424	4.946	M+0	False	False		5207	3949
763.563	5.403	M+0	False	False		4652	5206
1151.3567	8.393	M+0	False	False		5196	0
732.5464	4.746	M+2	True	False		3459	5195
751.4754	1.821	M+1	True	False		5102	5194
711.4699	1.532	M+0	False	False		5193	5142
950.802	11.951	M+0	False	False		5192	4258
886.5521	1.999	M+2	True	False		5188	5159
1341.2084	14.554	M+0	False	False		4616	5185
1250.3522	13.085	M+1	True	False		3322	5185
890.5322	1.681	M+0	False	False		4450	5183
903.8835	14.652	M+1	True	False		5183	4073
923.0159	6.375	M+0	False	False		5183	3922
713.4178	2.819	M+1	True	False		5181	4913
732.4812	2.366	M+0	False	False		5181	5588
1472.403	13.57	M+0	False	False		3679	5180
861.5304	1.579	M+0	False	False		5178	4190
723.5382	13.759	M+2	True	False		4782	5173
1171.4004	12.853	M+0	False	False		5171	0
566.5868	9.546	M+0	False	False		4627	5169
1232.7483	4.077	M+1	True	False		5168	4733
726.4988	1.673	M+0	False	False		5167	4937
591.5829	9.486	M+0	False	False		5165	4436
892.3404	4.027	M+0	False	False		2594	5162
922.7374	14.317	M+1	True	False		3804	5160
886.5356	1.587	M+0	False	False		6191	5152
876.7143	13.618	M+1	True	False		4723	5150
876.2673	10.791	M+3	True	False		4660	5149
754.6921	13.57	M+0	False	False		4834	5148
682.5008	2.366	M+0	False	False		5143	3750
713.649	12.944	M+1	True	False		3200	5140
747.6264	12.199	M+2	True	False		4839	5140
1224.34	9.878	M+0	False	False		3408	5138
482.7935	1.579	M+0	False	False		5137	4870
839.5637	1.813	M+0	False	False		5137	8898
913.5534	1.579	M+0	False	False		5137	4958
910.5229	1.767	M+0	False	False		5136	4201
537.5373	15.922	M+0	False	False		4283	5135
1324.2134	14.754	M+0	False	False		3720	5133
684.6129	12.246	M+0	False	False		2181	5132
785.5582	1.913	M+0	False	False		3987	5131
880.5552	2.226	M+0	False	False		5130	4415
1065.2963	12.684	M+0	False	False		2271	5129
938.8424	16.53	M+1	True	False		4608	5127
876.8039	16.129	M+0	False	False		4061	5124
902.8188	15.845	M+0	False	False		5953	5120
588.428	1.776	M+0	False	False		3826	5118
770.5808	3.122	M+0	False	False		4037	5117
698.6496	12.885	M+1	True	False		6329	5116
663.4548	15.319	M+0	False	False		5113	4095
635.5512	12.199	M+2	True	False		5037	5109
1429.1052	16.326	M+0	False	False		5103	4125
707.4933	7.241	M+0	False	False		4055	5101
896.7183	14.32	M+0	False	False		5097	3789
810.5252	2.226	M+0	False	False		5097	4355
465.7779	1.626	M+0	False	False		5095	3199
728.4726	2.226	M+0	False	False		5095	5386
670.6394	15.503	M+0	False	False		4034	5094
927.4799	1.532	M+3	True	False		5092	0
1322.1656	12.104	M+0	False	False		5887	5090
1118.3597	11.49	M+2	True	False		2260	5089
383.3322	12.932	M+0	False	False		6781	5082
873.7762	15.444	M+0	False	False		4567	5082
302.142	15.677	M+0	False	False		4553	5077
593.5978	12.961	M+0	False	False		5077	4784
924.806	13.659	M+0	False	False		5070	0
707.5656	13.806	M+2	True	False		4766	5068
1494.4177	12.104	M+0	False	False		3144	5067
1465.4027	15.583	M+2	True	False		5305	5063
1188.4138	8.393	M+0	False	False		5061	0
993.6479	4.591	M+1	True	False		5059	3868
468.2972	1.587	M+0	False	False		5370	5058
1345.169	15.222	M+0	False	False		3370	5052
475.416	12.364	M+0	False	False		5052	4623
797.0108	12.684	M+0	False	False		4224	5050
1264.0502	13.314	M+3	True	False		5049	4822
974.9849	15.175	M+2	True	False		1842	5048
1307.3445	12.363	M+0	False	False		2091	5045
1331.15	12.805	M+1	True	False		5043	4118
610.6108	8.356	M+1	True	False		5340	5040
1176.8213	12.944	M+0	False	False		3169	5039
678.4784	13.459	M+0	False	False		5036	4230
1200.9043	12.151	M+0	False	False		4844	5034
596.5966	12.794	M+0	False	False		5032	3991
615.4551	2.981	M+0	False	False		4485	5032
899.5699	1.776	M+1	True	False		5914	5030
692.5224	6.234	M+0	False	False		5028	5028
1205.3846	12.104	M+0	False	False		2251	5022
1243.8946	12.104	M+1	True	False		4862	5021
1381.1232	14.27	M+0	False	False		0	5019
1428.3921	15.503	M+2	True	False		5880	5019
1139.3134	12.885	M+0	False	False		3231	5017
923.014	3.272	M+0	False	False		5015	3542
1337.4712	11.271	M+1	True	False		5011	1519
864.5234	1.579	M+0	False	False		5010	4470
888.4267	3.158	M+2	True	False		5006	4410
760.5887	6.462	M+0	False	False		3939	4996
673.4242	1.821	M+1	True	False		4459	4990
251.047	0.544	M+0	False	False		4990	4389
699.4394	2.793	M+3	True	False		4071	4986
899.8342	13.899	M+0	False	False		4985	0
923.0131	4.041	M+0	False	False		4984	4924
196.0602	0.906	M+0	False	False		4978	5293
537.5375	16.173	M+0	False	False		4600	4974
683.4308	1.579	M+1	True	False		4973	6506
861.4858	2.281	M+0	False	False		3849	4973
1391.2255	14.365	M+3	True	False		3957	4973
650.4736	11.095	M+3	True	False		4972	4957
1102.8074	12.778	M+0	False	False		3178	4969
1177.3203	12.932	M+1	True	False		3116	4969
1329.067	14.415	M+0	False	False		4969	0
697.5554	5.496	M+0	False	False		0	4969
917.79	12.805	M+0	False	False		4961	6213
923.0173	2.934	M+0	False	False		2903	4958
910.6636	13.219	M+0	False	False		4956	4792
873.4651	1.905	M+1	True	False		4955	4396
186.0857	14.462	M+0	False	False		4955	4498
664.4596	3.597	M+0	False	False		4881	4953
772.6065	3.228	M+0	False	False		5615	4952
674.5934	15.129	M+0	False	False		4949	3050
1376.0679	13.659	M+0	False	False		4947	4126
850.4637	1.776	M+0	False	False		4535	4946
1325.2723	15.49	M+0	False	False		4942	5302
771.4955	1.905	M+1	True	False		4940	4425
673.6432	12.885	M+3	True	False		3381	4937
1317.862	15.222	M+2	True	False		4008	4936
573.4911	13.333	M+0	False	False		3083	4935
778.6224	9.395	M+2	True	False		4933	5028
288.3015	8.175	M+0	False	False		5670	4931
978.8199	15.271	M+0	False	False		4929	5586
1066.7921	12.684	M+0	False	False		2287	4929
900.7827	13.806	M+0	False	False		7347	4925
1399.8805	13.428	M+0	False	False		2195	4924
938.4369	1.729	M+0	False	False		4904	4923
919.7067	13.659	M+2	True	False		4922	4430
1347.1764	14.766	M+0	False	False		3504	4921
732.5144	2.375	M+0	False	False		4724	4919
895.7142	14.273	M+0	False	False		4912	4336
890.8183	14.699	M+0	False	False		4909	3864
474.2393	1.913	M+0	False	False		5351	4907
666.5653	3.028	M+0	False	False		4321	4907
790.5145	4.227	M+0	False	False		4900	2911
428.8176	2.913	M+0	False	False		4889	4787
904.829	15.271	M+0	False	False		4889	3930
574.5432	4.191	M+0	False	False		4395	4888
786.491	1.729	M+0	False	False		4465	4878
768.7352	7.982	M+0	False	False		7093	4877
565.4292	1.767	M+0	False	False		4875	3616
814.5221	2.366	M+0	False	False		4873	3972
1281.9742	12.258	M+0	False	False		4873	3873
1367.2216	14.317	M+2	True	False		3850	4871
923.0136	6.988	M+0	False	False		4871	4573
936.3967	2.328	M+0	False	False		5159	4867
917.8205	12.778	M+0	False	False		3383	4864
706.5017	3.205	M+0	False	False		4862	4163
1376.862	13.286	M+0	False	False		4567	4862
461.2884	1.673	M+0	False	False		4857	9532
1211.351	13.613	M+0	False	False		4857	15396
916.5333	1.72	M+0	False	False		4851	3795
820.5813	2.234	M+0	False	False		4937	4848
1092.9872	15.631	M+0	False	False		0	4847
664.4558	8.8	M+1	True	False		4847	4253
882.8274	14.459	M+0	False	False		4524	4846
647.5103	11.215	M+0	False	False		4846	8174
766.6943	13.428	M+0	False	False		3855	4845
890.4329	2.84	M+0	False	False		4868	4844
890.5597	1.681	M+2	True	False		4306	4843
786.6612	7.451	M+0	False	False		4842	6258
684.6307	13.665	M+0	False	False		6106	4842
211.0924	4.285	M+1	True	True		3707	4840
531.4218	11.951	M+0	False	False		4837	4264
1177.8246	12.944	M+1	True	False		2509	4837
850.8465	14.507	M+0	False	False		3906	4836
685.438	2.611	M+0	False	False		5255	4836
1115.8208	13.286	M+0	False	False		1991	4834
694.5744	14.648	M+0	False	False		0	4830
961.8979	15.444	M+0	False	False		3319	4830
773.5903	6.646	M+1	True	False		3723	4828
680.4489	2.226	M+0	False	False		4824	3017
1056.906	14.365	M+0	False	False		3442	4823
1210.3292	13.068	M+2	True	False		4823	5604
1250.8428	13.085	M+0	False	False		2278	4820
884.4218	3.158	M+0	False	False		4820	4649
1065.7922	12.684	M+0	False	False		2416	4813
1329.2149	15.28	M+1	True	False		4747	4809
954.8519	15.857	M+0	False	False		4808	2238
832.6177	3.774	M+0	False	False		4808	4555
681.5216	11.719	M+0	False	False		3409	4807
1216.7719	4.086	M+1	True	False		3922	4804
430.2882	1.587	M+0	False	False		4964	4803
725.644	12.592	M+0	False	False		4802	2567
826.4894	4.793	M+0	False	False		4063	4802
903.8177	15.456	M+0	False	False		4792	4801
607.5696	13.286	M+0	False	False		4936	4799
757.6644	14.368	M+0	False	False		4796	3605
680.4828	0.267	M+0	False	False		3157	4789
721.5535	12.794	M+0	False	False		4789	4682
893.6953	13.899	M+0	False	False		4788	5365
877.7217	11.951	M+1	True	False		5297	4787
695.7241	11.52	M+1	True	False		4785	3558
741.6851	13.381	M+1	True	False		6528	4780
666.6896	11.49	M+0	False	False		4880	4771
759.6123	6.422	M+0	False	False		0	4770
802.5232	4.779	M+0	False	False		4765	4880
716.7748	14.365	M+0	False	False		5174	4763
799.5648	6.86	M+3	True	False		4761	4387
875.5956	1.776	M+0	False	False		0	4760
1244.4366	13.068	M+0	False	False		4758	5857
1306.0914	12.199	M+0	False	False		4530	4758
732.4566	5.376	M+0	False	False		4755	5935
833.5282	1.635	M+0	False	False		4965	4755
592.5006	9.89	M+1	True	False		4714	4753
698.56	14.176	M+0	False	False		1264	4753
806.5534	2.328	M+0	False	False		4378	4753
911.4786	1.626	M+0	False	False		4747	5527
1288.347	13.18	M+0	False	False		2659	4743
865.8005	14.604	M+1	True	False		4741	6032
1138.8889	13.411	M+0	False	False		4740	7697
764.6025	13.008	M+1	True	False		4737	3471
907.4681	1.579	M+1	True	False		4736	3559
641.59	6.445	M+1	True	False		4734	4630
782.5092	2.366	M+0	False	False		4732	3300
942.3997	2.319	M+0	False	False		4730	3332
704.5975	12.187	M+0	False	False		4730	3985
752.5846	8.83	M+0	False	False		4847	4727
475.4154	12.853	M+0	False	False		4726	4702
1105.3088	13.286	M+0	False	False		3714	4723
673.444	1.626	M+0	False	False		4721	3840
838.5247	4.826	M+0	False	False		4716	2877
792.4982	1.579	M+0	False	False		4714	5006
903.8175	15.987	M+0	False	False		3290	4707
993.6055	1.532	M+0	False	False		4705	0
910.6638	12.735	M+0	False	False		4702	4047
729.6852	14.176	M+0	False	False		4576	4700
932.8827	16.5	M+0	False	False		3971	4700
549.5092	13.133	M+0	False	False		3533	4697
822.5967	2.234	M+0	False	False		4954	4693
922.4391	1.813	M+0	False	False		4688	4202
773.6644	13.712	M+0	False	False		4467	4684
538.5406	12.092	M+0	False	False		5052	4682
482.7426	1.776	M+0	False	False		4532	4680
904.7347	13.708	M+3	True	False		4680	4284
459.3118	1.72	M+0	False	False		4678	4036
767.6925	13.411	M+1	True	False		4677	4621
371.1015	16.17	M+0	False	False		4676	3248
686.4414	4.858	M+0	False	False		4676	3534
848.4456	1.858	M+0	False	False		4674	4637
1287.8495	13.239	M+0	False	False		1797	4673
770.526	3.986	M+1	True	False		4672	3598
684.5171	1.913	M+0	False	False		3841	4669
1324.9038	11.673	M+0	False	False		4668	3727
972.8757	15.379	M+0	False	False		4667	4433
736.5345	1.813	M+0	False	False		4665	3937
457.3196	1.217	M+0	False	False	184.074;1.0	0	4663
590.4265	14.459	M+0	False	False		4342	4663
745.6256	12.853	M+0	False	False		4663	4399
703.4139	6.718	M+2	True	False		4662	5263
725.6584	13.522	M+0	False	False		4221	4662
756.5564	11.951	M+0	False	True		4662	4444
879.2623	4.029	M+2	True	False		4660	7162
953.8143	16.5	M+0	False	False		4603	4659
659.4833	2.934	M+0	False	False		4472	4659
846.5499	1.905	M+0	False	False		4657	5032
1486.4425	12.794	M+1	True	False		4656	11932
1295.1473	14.557	M+1	True	False		4655	5095
672.442	1.776	M+2	True	False		5353	4651
